"session";"sessionStart";"sessionEnd";"distance";"duration";"durationMoving";"avgSpeed";"avgSpeedMoving";"avgPace";"avgPaceMoving";"avgCadence";"avgCadenceMoving";"avgPower";"avgPowerMoving";"avgHeartRate";"avgHeartRateMoving";"avgHeartRateResting";"wrRatio";"sport"
"1";1;"2014-02-16 11:53:48";"2014-02-16 14:10:11";18.5153382115481;136.383333333333;109.383333333333;8.14557223042566;10.1562117265844;7.36596500561196;5.90771457067473;NA;NA;NA;NA;NA;NA;NA;4.05123456790124;"Run"
"2";1;"2014-02-21 08:35:56";"2014-02-21 09:28:42";8.28750061209999;52.7666666666667;52.1166666666667;9.42356355134553;9.54109440472017;6.3670181320561;6.28858676529988;NA;NA;NA;NA;NA;NA;NA;80.1794871794874;"Run"
"3";1;"2014-02-25 08:22:14";"2014-02-25 09:40:41";13.8832432020808;78.45;77.7166666666667;10.6181592367731;10.7183520324879;5.65069694869582;5.59787547732497;NA;NA;NA;NA;NA;NA;NA;105.977272727272;"Run"
"4";1;"2014-03-01 15:46:02";"2014-03-01 17:50:02";19.7314058189028;124;123.833333333333;9.54745442850136;9.56030429987215;6.28439763177986;6.2759508607694;NA;NA;NA;NA;NA;NA;NA;743.000000000003;"Run"
"5";1;"2014-03-04 08:50:28";"2014-03-04 09:05:58";2.32861969700576;15.5;15.3333333333333;9.01401173034488;9.11199011871819;6.65630374076564;6.58473058226279;NA;NA;NA;NA;NA;NA;NA;92.0000000000003;"Run"
"6";1;"2014-03-06 08:37:29";"2014-03-06 09:12:10";6.02990569474285;34.6833333333333;34.5166666666667;10.4313601638992;10.4817288754584;5.7518865284364;5.7242465162863;NA;NA;NA;NA;NA;NA;NA;207.100000000003;"Run"
"7";1;"2014-03-09 13:50:51";"2014-03-09 15:00:17";12.5300366950254;69.4333333333333;69.2666666666667;10.8276841339634;10.8537372719181;5.5413511566889;5.52804978569348;NA;NA;NA;NA;NA;NA;NA;415.600000000001;"Run"
"8";1;"2014-03-12 19:18:23";"2014-03-12 20:47:06";15.9078027036764;88.7166666666667;88.55;10.7586116350244;10.778861233434;5.5769277705565;5.56645073172397;NA;NA;NA;NA;NA;NA;NA;531.300000000002;"Run"
"9";1;"2014-03-23 12:57:26";"2014-03-23 14:50:12";20.1219246551421;112.766666666667;110.283333333333;10.7063152170428;10.94739742459;5.6041690146101;5.48075471026826;NA;NA;NA;NA;NA;NA;NA;44.4093959731543;"Run"
"10";1;"2014-03-31 07:25:58";"2014-03-31 08:23:04";9.88358635720432;57.1;56.9333333333333;10.3855548411954;10.415957519302;5.77725513152205;5.76039215682409;NA;NA;NA;NA;NA;NA;NA;341.59999999999;"Run"
"11";1;"2014-04-02 18:46:50";"2014-04-02 19:16:23";4.46481308634204;29.55;29.3833333333333;9.06561032759805;9.11703182690377;6.6184181573903;6.58108923377276;NA;NA;NA;NA;NA;NA;NA;176.299999999999;"Run"
"12";1;"2014-04-10 08:25:35";"2014-04-10 08:51:45";4.08146905372227;26.1666666666667;26;9.35878254356699;9.41877473935909;6.41109030161649;6.3702553315425;NA;NA;NA;NA;NA;NA;NA;155.999999999999;"Run"
"13";1;"2014-04-13 16:23:05";"2014-04-13 17:51:59";14.9296948374045;88.9;85.3833333333333;10.0762844796881;10.4912944397143;5.95457582811888;5.71902736547676;NA;NA;NA;NA;NA;NA;NA;24.2796208530805;"Run"
"14";1;"2014-04-23 05:39:23";"2014-04-23 07:40:12";19.4330865586217;120.816666666667;114.316666666667;9.6508637896314;10.1996080494297;6.21706007958192;5.88257898825388;NA;NA;NA;NA;NA;NA;NA;17.5871794871795;"Run"
"15";1;"2014-05-25 13:31:06";"2014-05-25 14:45:00";24.7518715026492;73.9;72.0166666666667;20.096242086048;20.6217860239613;2.98563282344491;2.9095443008808;NA;NA;NA;NA;NA;NA;NA;38.2389380530973;"Ride"
"16";1;"2014-05-25 14:49:29";"2014-05-25 16:12:25";13.9274376581169;82.9333333333333;81.3166666666667;10.0761204922067;10.2764450848987;5.95467273802515;5.83859491334902;NA;NA;NA;NA;NA;NA;NA;50.298969072165;"Run"
"17";1;"2014-05-30 08:29:49";"2014-05-30 08:52:43";3.67995574685967;22.9;22.7333333333333;9.64180545028734;9.71249317352992;6.22290091926838;6.17761051956483;NA;NA;NA;NA;NA;NA;NA;136.400000000002;"Run"
"18";1;"2014-06-01 11:18:05";"2014-06-01 13:03:01";34.7661790055226;104.933333333333;101.2;19.8790095965504;20.6123590941834;3.01825901882012;2.91087496224202;NA;NA;NA;NA;NA;NA;NA;27.1071428571429;"Ride"
"19";1;"2014-06-01 13:05:41";"2014-06-01 14:06:01";10.4419879267158;60.3333333333333;59.9166666666667;10.3842973856842;10.4565108584637;5.77795471099623;5.73805170884847;NA;NA;NA;NA;NA;NA;NA;143.800000000001;"Run"
"20";1;"2014-06-15 17:12:08";"2014-06-15 18:29:45";14.1468704730685;77.6166666666667;77.1333333333333;10.9359531249832;11.0044800568381;5.48649023219843;5.45232484316391;NA;NA;NA;NA;NA;NA;NA;159.586206896553;"Run"
"21";1;"2014-07-24 08:38:28";"2014-07-24 09:38:12";10.5747206874118;59.7333333333333;59.5666666666667;10.6219292619092;10.65164926544;5.64869135545492;5.63293049787831;NA;NA;NA;NA;NA;NA;NA;357.39999999999;"Run"
"22";1;"2014-07-27 11:08:34";"2014-07-27 13:32:50";22.3455068225209;144.266666666667;141.65;9.29341780973605;9.46509290046773;6.45618234629915;6.33908199644137;NA;NA;NA;NA;NA;NA;NA;54.1337579617832;"Run"
"23";1;"2014-07-29 07:58:18";"2014-07-29 08:43:52";8.44674579329633;45.5666666666667;45.4;11.1222695156791;11.163100167352;5.39458245598325;5.37485099125763;NA;NA;NA;NA;NA;NA;NA;272.399999999992;"Run"
"24";1;"2014-08-03 13:41:29";"2014-08-03 16:33:54";23.7389556388425;172.416666666667;171.483333333333;8.2610188786692;8.30598117405315;7.26302661708306;7.22371008827139;NA;NA;NA;NA;NA;NA;NA;183.732142857146;"Run"
"25";1;"2014-08-07 08:22:34";"2014-08-07 08:55:02";4.62765165722752;32.4666666666667;28.0166666666667;8.55212831931163;9.9104973028073;7.01579744360401;6.05418660302789;NA;NA;NA;NA;NA;NA;NA;6.29588014981273;"Run"
"26";1;"2014-08-29 08:13:25";"2014-08-29 08:51:33";6.63415200381252;38.1333333333333;37.9666666666667;10.4383510549498;10.4841734915387;5.74803430964784;5.72291178207071;NA;NA;NA;NA;NA;NA;NA;227.800000000003;"Run"
"27";1;"2014-08-31 12:43:02";"2014-08-31 14:53:16";22.0882826504046;130.233333333333;122.583333333333;10.1763267905627;10.8113959947596;5.89603707062974;5.54969959745095;NA;NA;NA;NA;NA;NA;NA;16.0239651416122;"Run"
"28";1;"2014-09-02 08:09:06";"2014-09-02 08:52:40";7.93849132222349;43.5666666666667;43.4;10.9328878194356;10.9748727957007;5.48802850545462;5.46703375218203;NA;NA;NA;NA;NA;NA;NA;260.399999999993;"Run"
"29";1;"2014-09-03 07:34:01";"2014-09-03 08:17:16";7.97908154452063;43.25;42.8333333333333;11.0692460733234;11.1769235643091;5.42042336059349;5.36820348236041;NA;NA;NA;NA;NA;NA;NA;102.800000000001;"Run"
"30";1;"2014-09-05 08:35:36";"2014-09-05 09:35:40";11.5437877044556;60.0666666666667;59.9;11.5309755094451;11.5630594702393;5.2033758939869;5.18893811403688;NA;NA;NA;NA;NA;NA;NA;359.400000000001;"Run"
"31";1;"2014-09-09 06:10:46";"2014-09-09 07:07:19";10.4198970400522;56.55;56.3833333333333;11.055593676448;11.0882735276937;5.42711696503641;5.41112192535166;NA;NA;NA;NA;NA;NA;NA;338.300000000005;"Run"
"32";1;"2014-09-10 07:30:51";"2014-09-10 08:32:56";11.2646103906829;62.0833333333333;61.9166666666667;10.8866033305929;10.9159077810117;5.51136090642631;5.49656530667751;NA;NA;NA;NA;NA;NA;NA;371.500000000001;"Run"
"33";1;"2014-09-16 06:14:59";"2014-09-16 07:40:49";14.8369483890399;85.8333333333333;85.1666666666667;10.3714590680667;10.4526446576406;5.78510695614057;5.74017408657831;NA;NA;NA;NA;NA;NA;NA;127.75;"Run"
"34";1;"2014-09-19 05:44:33";"2014-09-19 07:04:39";15.5517511857573;80.1;79.9333333333333;11.6492518245373;11.673541340435;5.15054536580791;5.13982845909587;NA;NA;NA;NA;NA;NA;NA;479.600000000002;"Run"
"35";1;"2014-09-21 12:03:51";"2014-09-21 15:34:25";31.3975751543808;210.566666666667;207.15;8.9465941551188;9.09415645311537;6.70646270074416;6.59764325689008;NA;NA;NA;NA;NA;NA;NA;60.6292682926829;"Run"
"36";1;"2014-09-23 06:35:47";"2014-09-23 08:03:30";15.4658536934055;87.7166666666667;87;10.5789612951282;10.6661059954521;5.67163432459395;5.62529568200274;NA;NA;NA;NA;NA;NA;NA;121.395348837208;"Run"
"37";1;"2014-09-24 09:21:46";"2014-09-24 10:58:28";16.2860466861703;96.7;92.45;10.1050961858348;10.569635491295;5.93759810857689;5.676638522626;NA;NA;NA;NA;NA;NA;NA;21.7529411764706;"Run"
"38";1;"2014-09-27 11:58:35";"2014-09-27 15:12:19";30.5960619875656;193.733333333333;191.883333333333;9.4757246348276;9.56708270261757;6.33196956562801;6.27150426781446;NA;NA;NA;NA;NA;NA;NA;103.720720720721;"Run"
"39";1;"2014-09-30 07:13:51";"2014-09-30 07:41:02";5.05476263166829;27.1833333333333;27.0166666666667;11.157048114044;11.2258762948833;5.37776653705332;5.34479433265692;NA;NA;NA;NA;NA;NA;NA;162.099999999999;"Run"
"40";1;"2014-09-30 07:45:20";"2014-09-30 08:38:26";9.76793102354543;53.1;52.5833333333333;11.0372101960965;11.1456582202103;5.43615632338142;5.38326214697689;NA;NA;NA;NA;NA;NA;NA;101.774193548387;"Run"
"41";1;"2014-10-01 07:35:33";"2014-10-01 08:50:09";13.0198678406722;74.6;74.2;10.4717435715862;10.5281950194115;5.7297048566776;5.69898257862571;NA;NA;NA;NA;NA;NA;NA;185.499999999996;"Run"
"42";1;"2014-10-05 11:39:53";"2014-10-05 15:33:23";35.8549855615102;233.5;230.283333333333;9.21327252115894;9.34196627498276;6.51234399744561;6.42263076464711;NA;NA;NA;NA;NA;NA;NA;71.5906735751296;"Run"
"43";1;"2014-10-08 07:36:51";"2014-10-08 09:13:53";16.763458421474;97.0333333333333;95.8166666666667;10.3655874815023;10.4972082653168;5.78838392971664;5.71580542973909;NA;NA;NA;NA;NA;NA;NA;78.7534246575349;"Run"
"44";1;"2014-10-09 07:02:32";"2014-10-09 08:31:42";16.7250253649858;89.1666666666667;88.7333333333333;11.2542226755045;11.3091831919513;5.33133222346789;5.30542294537254;NA;NA;NA;NA;NA;NA;NA;204.76923076923;"Run"
"45";1;"2014-10-13 08:13:30";"2014-10-13 09:09:51";9.2954017655195;56.35;56.1833333333333;9.89749966160018;9.92686038441715;6.0621371105255;6.04420709836778;NA;NA;NA;NA;NA;NA;NA;337.09999999999;"Run"
"46";1;"2014-10-14 07:22:02";"2014-10-14 09:06:20";15.2649837403674;104.3;91.55;8.78139045466967;10.004358540929;6.83263092669953;5.99738601475879;NA;NA;NA;NA;NA;NA;NA;7.18039215686275;"Run"
"47";1;"2014-10-17 07:32:30";"2014-10-17 09:08:07";15.900835817128;95.6166666666667;93.1166666666667;9.97786455319173;10.2457506607591;6.01331073198494;5.85608629241762;NA;NA;NA;NA;NA;NA;NA;37.2466666666666;"Run"
"48";1;"2014-10-19 11:13:56";"2014-10-19 15:13:41";36.7146960160997;239.75;236.516666666667;9.18824509266312;9.31385424973286;6.53008266485081;6.44201620416391;NA;NA;NA;NA;NA;NA;NA;73.1494845360825;"Run"
"49";1;"2014-10-25 12:50:08";"2014-10-25 16:06:41";31.8017471072693;196.55;193.416666666667;9.70798690631473;9.86525545766217;6.18047805163107;6.08195096999734;NA;NA;NA;NA;NA;NA;NA;61.7287234042551;"Run"
"50";1;"2014-10-26 12:10:29";"2014-10-26 12:59:31";8.5305505125927;49.0333333333333;48.8666666666667;10.4384710555179;10.4740729349706;5.74796823029779;5.72843060884878;NA;NA;NA;NA;NA;NA;NA;293.200000000004;"Run"
"51";1;"2014-10-29 17:59:29";"2014-10-29 19:26:22";15.9935525817666;86.8833333333333;85.8833333333333;11.0448473612813;11.1734502802949;5.4323973919581;5.3698721965778;NA;NA;NA;NA;NA;NA;NA;85.8833333333325;"Run"
"52";1;"2015-01-21 18:54:52";"2015-01-21 20:41:38";17.1371688215128;106.766666666667;106.3;9.63062874765003;9.67290808363846;6.23012282709378;6.20289156902968;NA;NA;NA;NA;NA;NA;NA;227.785714285718;"Run"
"53";1;"2015-04-19 16:57:27";"2015-04-19 17:34:05";4.72534804900354;36.6333333333333;36.4666666666667;7.73942355614775;7.77479569305884;7.75251536044174;7.71724458992107;NA;NA;NA;NA;NA;NA;NA;218.800000000003;"Run"
"54";1;"2015-04-21 18:23:59";"2015-04-21 19:12:44";9.53512514663651;48.75;48.5833333333333;11.7355386420142;11.7757977797226;5.11267542379309;5.095196191575;NA;NA;NA;NA;NA;NA;NA;291.500000000004;"Run"
"55";1;"2015-04-24 06:48:12";"2015-04-24 07:51:58";11.1164093713455;63.7666666666667;63.6;10.4597683577741;10.4871786522127;5.73626469991619;5.72127184915843;NA;NA;NA;NA;NA;NA;NA;381.600000000001;"Run"
"56";1;"2015-04-26 15:45:53";"2015-04-26 17:22:37";18.6360459948016;96.7333333333333;96.35;11.5592290801664;11.6052180559221;5.19065757620025;5.17008811991965;NA;NA;NA;NA;NA;NA;NA;251.347826086952;"Run"
"57";1;"2015-04-29 18:18:01";"2015-04-29 19:24:05";11.7641323679034;66.0666666666667;63.9166666666667;10.6838739970869;11.0432533310176;5.61594043662065;5.43318152735625;NA;NA;NA;NA;NA;NA;NA;29.7286821705426;"Run"
"58";1;"2015-05-01 07:12:23";"2015-05-01 08:16:33";11.2259293530843;64.1666666666667;64;10.4969729015853;10.5243087685165;5.71593358985793;5.70108700910505;NA;NA;NA;NA;NA;NA;NA;384.000000000001;"Run"
"59";1;"2015-05-04 18:28:11";"2015-05-04 20:11:39";18.579811506555;103.466666666667;102.483333333333;10.7743752293167;10.8777559641564;5.56876837152861;5.51584354325538;NA;NA;NA;NA;NA;NA;NA;104.220338983052;"Run"
"60";1;"2015-05-09 16:09:10";"2015-05-09 18:09:27";22.3568093772664;120.283333333333;120.116666666667;11.1520734042066;11.1675473509309;5.38016544774246;5.37271059746154;NA;NA;NA;NA;NA;NA;NA;720.700000000003;"Run"
"61";1;"2015-05-21 06:58:07";"2015-05-21 08:06:01";11.937312782443;67.9;67.7333333333333;10.5484354484032;10.5743912442901;5.68804732166062;5.67408549711064;NA;NA;NA;NA;NA;NA;NA;406.400000000001;"Run"
"62";1;"2015-05-22 06:05:01";"2015-05-22 06:58:29";9.62293631492867;53.4666666666667;53.3;10.7988063384486;10.8325737128653;5.55616964685929;5.5388499160399;NA;NA;NA;NA;NA;NA;NA;319.799999999991;"Run"
"63";1;"2015-05-25 16:45:09";"2015-05-25 18:56:20";23.3198619317803;131.183333333333;131.016666666667;10.6659259248392;10.6794940789224;5.6253906527018;5.61824366927821;NA;NA;NA;NA;NA;NA;NA;786.100000000003;"Run"
"64";1;"2015-05-27 07:37:44";"2015-05-27 08:38:21";11.104861083692;60.6166666666667;60.25;10.9918888922989;11.0587828219339;5.45857045935361;5.4255518863248;NA;NA;NA;NA;NA;NA;NA;164.31818181818;"Run"
"65";1;"2015-05-31 12:07:53";"2015-05-31 14:34:49";24.5053739743408;146.933333333333;145.8;10.0067316592136;10.0845160388234;5.99596372155696;5.94971536254313;NA;NA;NA;NA;NA;NA;NA;128.64705882353;"Run"
"66";1;"2015-06-06 16:23:18";"2015-06-06 19:00:26";25.2985078540017;157.133333333333;156.416666666667;9.66001572702655;9.70427578842901;6.2111700120874;6.1828415956131;NA;NA;NA;NA;NA;NA;NA;218.255813953487;"Run"
"67";1;"2015-06-21 13:54:15";"2015-06-21 16:01:29";21.8673646193934;127.233333333333;126.15;10.3120923015216;10.4006490460849;5.81841184559087;5.76887074394516;NA;NA;NA;NA;NA;NA;NA;116.446153846153;"Run"
"68";1;"2015-06-24 19:22:54";"2015-06-24 20:14:04";9.42889161351769;51.1666666666667;51;11.0566807194344;11.092813662962;5.42658339537086;5.40890722795923;NA;NA;NA;NA;NA;NA;NA;306.000000000004;"Run"
"69";1;"2015-06-29 18:46:09";"2015-06-29 19:53:06";28.9344711740229;66.95;64.7;25.9308180797816;26.8325853236689;2.31384909706271;2.23608717819205;NA;NA;NA;NA;NA;NA;NA;28.7555555555557;"Ride"
"70";1;"2015-06-30 18:52:34";"2015-06-30 19:18:39";8.28707201154496;26.0833333333333;23;19.0629132533942;21.6184487257695;3.14747274996475;2.77540728111908;NA;NA;NA;NA;NA;NA;NA;7.45945945945946;"Ride"
"71";1;"2015-07-01 19:07:58";"2015-07-01 20:26:40";13.9581616124881;78.7;78.5333333333333;10.641546337348;10.6641302642099;5.63827831951656;5.6263378741131;NA;NA;NA;NA;NA;NA;NA;471.200000000002;"Run"
"72";1;"2015-07-04 18:26:30";"2015-07-04 20:31:52";21.840884814431;125.366666666667;124.283333333333;10.4529626870449;10.5440774214767;5.73999944287206;5.69039827778475;NA;NA;NA;NA;NA;NA;NA;114.723076923076;"Run"
"73";1;"2015-07-05 14:04:41";"2015-07-05 16:13:54";45.1687692366713;129.216666666667;123.483333333333;20.9735030635904;21.9473031788388;2.86075243692403;2.73382107637949;NA;NA;NA;NA;NA;NA;NA;21.5377906976745;"Ride"
"74";1;"2015-07-09 19:25:24";"2015-07-09 20:55:58";14.9173877387278;90.5666666666667;89.2666666666667;9.88270074704084;10.0266235734541;6.0712148971996;5.98406827188095;NA;NA;NA;NA;NA;NA;NA;68.6666666666672;"Run"
"75";1;"2015-07-12 12:15:50";"2015-07-12 14:41:42";60.0386175649962;145.866666666667;139.016666666667;24.6959578649436;25.9128429725436;2.4295473910397;2.3154541577539;NA;NA;NA;NA;NA;NA;NA;20.294403892944;"Ride"
"76";1;"2015-07-12 14:51:20";"2015-07-12 15:15:39";3.53203485733787;24.3166666666667;24.15;8.71509628952456;8.77524188158477;6.88460551745358;6.83741836517494;NA;NA;NA;NA;NA;NA;NA;144.899999999999;"Run"
"77";1;"2015-07-13 18:22:04";"2015-07-13 19:52:40";15.3821676879457;90.6;89.5333333333333;10.1868660185071;10.3082285325027;5.8899370906611;5.82059272461946;NA;NA;NA;NA;NA;NA;NA;83.9374999999995;"Run"
"78";1;"2015-07-16 19:14:03";"2015-07-16 20:21:24";19.8901863108173;67.35;64.5666666666667;17.7195423704386;18.483394609949;3.38609196251578;3.24615695688843;NA;NA;NA;NA;NA;NA;NA;23.1976047904191;"Ride"
"79";1;"2015-07-18 10:34:58";"2015-07-18 12:17:03";19.692381744971;102.083333333333;100.633333333333;11.5742978419421;11.7410689436727;5.18389977684661;5.11026724124078;NA;NA;NA;NA;NA;NA;NA;69.4022988505747;"Run"
"80";1;"2015-07-19 16:33:52";"2015-07-19 18:42:35";46.5523933430613;128.716666666667;108.116666666667;21.6999373345877;25.8345330715308;2.76498494326827;2.32247278609107;NA;NA;NA;NA;NA;NA;NA;5.24838187702265;"Ride"
"81";1;"2015-07-19 18:49:57";"2015-07-19 19:40:09";16.1484768080159;50.2;45.4666666666667;19.3009682964333;21.3103066381441;3.10865232658237;2.81553902620076;NA;NA;NA;NA;NA;NA;NA;9.6056338028169;"Ride"
"82";1;"2015-07-21 17:55:45";"2015-07-21 19:28:28";16.8076059182749;92.7166666666667;91.2166666666667;10.8767537849703;11.0556150750575;5.5163517705907;5.42710646062249;NA;NA;NA;NA;NA;NA;NA;60.8111111111113;"Run"
"83";1;"2015-08-01 16:18:34";"2015-08-01 18:46:19";23.8152473022353;147.75;146.433333333333;9.67116641715141;9.75812545960019;6.20400863887447;6.14872192906386;NA;NA;NA;NA;NA;NA;NA;111.215189873418;"Run"
"84";1;"2015-08-02 09:35:16";"2015-08-02 13:10:45";67.4434781390622;215.483333333333;194;18.7792189110236;20.8588076718749;3.19502106473552;2.87648272824824;NA;NA;NA;NA;NA;NA;NA;9.03025601241272;"Ride"
"85";1;"2015-08-08 15:30:40";"2015-08-08 17:21:22";19.6934277416696;110.7;107.016666666667;10.6739445754307;11.041323761098;5.62116465716979;5.43413102434315;NA;NA;NA;NA;NA;NA;NA;29.0542986425339;"Run"
"86";1;"2015-08-09 09:27:05";"2015-08-09 13:11:32";78.2785578480685;224.45;198.3;20.9254331516334;23.6848889101569;2.86732415836833;2.53326077346599;NA;NA;NA;NA;NA;NA;NA;7.58317399617591;"Ride"
"87";1;"2015-09-06 10:55:26";"2015-09-06 13:00:08";19.7827291235483;124.7;123.8;9.51855451012747;9.58775240236588;6.3034781106902;6.25798388214472;NA;NA;NA;NA;NA;NA;NA;137.555555555558;"Run"
"88";1;"2015-09-09 19:01:18";"2015-09-09 19:48:14";8.13871053149951;46.9333333333333;46.7666666666667;10.4046015317465;10.4416813661433;5.76667927329345;5.74620100882863;NA;NA;NA;NA;NA;NA;NA;280.600000000004;"Run"
"89";1;"2015-09-14 18:53:32";"2015-09-14 19:42:25";8.30054533876618;48.8833333333333;48.7166666666667;10.1881906646977;10.2230459184257;5.88917129396699;5.86909229194188;NA;NA;NA;NA;NA;NA;NA;292.300000000004;"Run"
"90";1;"2015-09-18 07:10:14";"2015-09-18 08:22:07";10.0414544320901;71.8833333333333;67.6666666666667;8.38145976246797;8.90375269840502;7.15865752511023;6.73873163736322;NA;NA;NA;NA;NA;NA;NA;16.0474308300395;"Run"
"91";1;"2015-09-19 13:06:39";"2015-09-19 15:50:58";26.0870034545489;164.316666666667;163.45;9.52563266420287;9.57614076031162;6.2987942234513;6.26557206099877;NA;NA;NA;NA;NA;NA;NA;188.596153846153;"Run"
"92";1;"2015-09-23 19:34:33";"2015-09-23 19:48:00";2.26052043840841;13.45;9.81666666666667;10.0841060449446;13.8164237322076;5.94995726270448;4.34265777909905;NA;NA;NA;NA;NA;NA;NA;2.70183486238532;"Run"
"93";1;"2015-09-25 07:05:31";"2015-09-25 08:29:00";14.5584148405276;83.4833333333333;80.55;10.4632248803952;10.8442568644526;5.734369726911;5.5328825893713;NA;NA;NA;NA;NA;NA;NA;27.4602272727273;"Run"
"94";1;"2015-09-26 11:54:57";"2015-09-26 14:50:32";28.7993354454485;175.583333333333;171.283333333333;9.84125368805075;10.0883144500939;6.09678420066053;5.94747519982803;NA;NA;NA;NA;NA;NA;NA;39.8333333333333;"Run"
"95";1;"2015-09-28 19:19:44";"2015-09-28 20:19:56";10.4524844634882;60.2;59.45;10.4177586014832;10.5491853290041;5.75939626701058;5.68764299125879;NA;NA;NA;NA;NA;NA;NA;79.2666666666662;"Run"
"96";1;"2015-10-02 06:58:09";"2015-10-02 08:30:48";15.7077545880162;92.65;89.5833333333333;10.1723181357903;10.5205426077876;5.89836055057064;5.7031278933832;NA;NA;NA;NA;NA;NA;NA;29.2119565217391;"Run"
"97";1;"2015-10-03 12:11:57";"2015-10-03 15:31:56";32.4766119379509;199.983333333333;197.216666666667;9.74379556434896;9.88048702582803;6.15776466201023;6.07257515172656;NA;NA;NA;NA;NA;NA;NA;71.2831325301203;"Run"
"98";1;"2015-10-05 19:04:47";"2015-10-05 20:25:27";14.2583783399053;80.6666666666667;77.8666666666667;10.6054053767891;10.9867641317763;5.65749237000555;5.46111660179048;NA;NA;NA;NA;NA;NA;NA;27.8095238095237;"Run"
"99";1;"2015-10-09 07:04:30";"2015-10-09 08:31:03";14.1551557700705;86.55;85.8333333333333;9.81293294285647;9.89486616936964;6.11437990551828;6.06375053214311;NA;NA;NA;NA;NA;NA;NA;119.767441860466;"Run"
"100";1;"2015-10-10 12:10:16";"2015-10-10 15:14:21";30.2539549323818;184.083333333333;181.5;9.86095407483698;10.0013074156634;6.08460393838635;5.99921565314869;NA;NA;NA;NA;NA;NA;NA;70.2580645161289;"Run"
